measure	title
S. 3708	Departments of Labor, Health and Human Services, and Education, and Related Agencies Appropriations Act, 2007
S. 3718	Pool and Spa Safety Act
S. 3722	Naval Vessels Transfer Act of 2006
S. 3724	EPSCoR Research and Competitiveness Act of 2006
S. 3735	A bill to suspend temporarily the duty on vulcanized rubber felt bottom boots for use in waders.
S. 3736	A bill to suspend temporarily the duty on vulcanized rubber lug bottom boots for use in fishing waders.
S. 3749	A bill to suspend temporarily the duty on certain parts and accessories for measuring or checking instruments.
S. 3750	A bill to suspend temporarily the duty on certain printed circuit assemblies for measuring equipment for telecommunications.
S. 3751	A bill to suspend temporarily the duty on certain subassemblies for measuring equipment for telecommunications.
S. 3752	A bill to liquidate or reliquidate certain entries of frozen fish fillets.
S. 3774	A bill to amend title 18, United States Code, to prohibit the unauthorized disclosure of classified information.
S. 3819	Strengthening the Safety Net Act of 2006
S. 3831	A bill to reduce temporarily the duty on benzoyl chloride.
S. 3842	A bill to suspend temporarily the duty on synthetic quartz or fused silica photomask blank substrates.
S. 3852	Maritime Administration Improvement Act of 2006
S. 3875	Real Security Act of 2006
S. 3877	A bill entitled the "Foreign Intelligence Surveillance Improvement and Enhancement Act of 2006".
S. 3921	A bill to modify the calculation of back pay for persons who were approved for promotion as members of the Navy and Marine Corps while interned as prisoners of war during World War II to take into account changes in the Consumer Price Index.
S. 3939	RU-486 Patient Health and Safety Protection Act
S. 3961	Pipeline Inspection, Protection, Enforcement, and Safety Act of 2006
S. 3975	Community Health Workers Act of 2006
S. 3984	Comprehensive Assistance for Veterans Exposed to Traumatic Stressors Act of 2006
S. 3994	A bill to extend the Iran and Libya Sanctions Act of 1996.
S. 4004	A bill to suspend temporarily the duty on certain structures, parts, and components for use in an isotopic separation facility in southern Ohio.
S. 4067	Satellite Consumer Protection Act of 2006
S. 4109	Aircraft Noise Reduction Act of 2006
S. 4110	U.S. SAFE WEB Act of 2006
S.Con.Res. 1	A concurrent resolution to provide for the counting on January 6, 2005, of the electoral votes for President and Vice President of the United States.
S.Con.Res. 2	A concurrent resolution to extend the life of the Joint Congressional Committee on Inaugural Ceremonies and the provisions of S. Con. Res. 93 and S. Con. Res. 94 of the One Hundred Eighth Congress.
S.Con.Res. 3	A concurrent resolution expressing the sense of the Congress with respect to the murder of Emmett Till.
S.Con.Res. 4	A concurrent resolution expressing the sense of the Congress that the Department of Defense should continue to exercise its statutory authority to support the activities of the Boy Scouts of America, in particular the periodic national and world Boy Scout Jamborees.
S.Con.Res. 8	A concurrent resolution expressing the sense of Congress that there should continue to be parity between the adjustments in the pay of members of the uniformed services and the adjustments in the pay of civilian employees of the United States.
S.Con.Res. 10	A concurrent resolution raising awareness and encouraging prevention of stalking by establishing January 2006 as "National Stalking Awareness Month".
S.Con.Res. 16	A concurrent resolution conveying the sympathy of Congress to the families of the young women murdered in the State of Chihuahua, Mexico, and encouraging increased United States involvement in bringing an end to these crimes.
S.Con.Res. 18	An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2006 and including the appropriate budgetary levels for fiscal years 2005 and 2007 through 2010.
S.Con.Res. 21	A concurrent resolution expressing the grave concern of Congress regarding the recent passage of the anti-secession law by the National People's Congress of the People's Republic of China.
S.Con.Res. 23	A concurrent resolution providing for a conditional adjournment or recess of the Senate, and a conditional adjournment of the House of Representatives.
S.Con.Res. 24	A concurrent resolution expressing the grave concern of Congress regarding the recent passage of the anti-secession law by the National People's Congress of the People's Republic of China.
S.Con.Res. 29	A concurrent resolution providing for a conditional adjournment of the Senate.
S.Con.Res. 30	A concurrent resolution to express the sense of Congress concerning the provision of health insurance coverage to all Americans.
S.Con.Res. 31	A concurrent resolution to correct the enrollment of H. R. 1268.
S.Con.Res. 33	A resolution expressing the sense of the Congress regarding the policy of the United States at the 57th Annual Meeting of the International Whaling Commission.
S.Con.Res. 39	A concurrent resolution to express the sense of Congress on the Purple Heart.
S.Con.Res. 51	A concurrent resolution providing for a conditional adjournment or recess of the Senate, and a conditional adjournment or recess of the House of Representatives.
S.Con.Res. 64	A concurrent resolution expressing the sense of the Congress regarding oversight of the Internet Corporation for Assigned Names and Numbers.
S.Con.Res. 66	A concurrent resolution affirming that the intent of Congress in passing the National Wildlife Refuge System Improvement Act of 1997 was to allow hunting and fishing on public land within the National Wildlife Refuge System and declaring that the purpose of reserving certain land as public land is to make the land available to the public for reasonable uses.
S.Con.Res. 83	An original concurrent resolution setting forth the congressional budget for the United States Government for fiscal year 2007 and including the appropriate budgetary levels for fiscal years 2006 and 2008 through 2011.
S.Con.Res. 94	A concurrent resolution expressing the sense of Congress that the needs of children and youth affected or displaced by disasters are unique and should be given special consideration in planning, responding, and recovering from such disasters in the United States.
S.Con.Res. 99	A concurrent resolution expressing the sense of the Congress regarding the policy of the United States at the 58th Annual Meeting of the International Whaling Commission.
S.Con.Res. 109	A concurrent resolution commending the Government of Canada for its renewed commitment to Afghanistan.
S.Con.Res. 123	A concurrent resolution providing for correction to the enrollment of the bill H.R. 5946.
S.J.Res. 1	Marriage Protection Amendment
S.J.Res. 6	A joint resolution proposing an amendment to the Constitution of the United States to ensure continuity of congressional operations and the avoidance of martial law in the event of mass incapacitations or death in either House of Congress.
S.J.Res. 10	A joint resolution proposing an amendment to the Constitution of the United States which requires (except during time of war and subject to suspension by Congress) that the total amount of money expended by the United States during any fiscal year not exceed the amount of certain revenue received by the United States during such fiscal year and not exceed 20 per centum of the gross national product of the United States during the previous calendar year.
S.J.Res. 11	A joint resolution proposing an amendment to the Constitution of the United States to abolish the electoral college and to provide for the direct popular election of the President and Vice President of the United States.
S.J.Res. 14	Jerusalem Resolution
S.J.Res. 24	A joint resolution proposing an amendment to the Constitution of the United States relative to the reference to God in the Pledge of Allegiance and on United States currency.
S.J.Res. 26	A joint resolution proposing an amendment to the Constitution of the United States relative to the line item veto.
S.J.Res. 37	A joint resolution granting the consent of Congress to the International Emergency Management Assistance Memorandum of Understanding.
S.Res. 4	A resolution expressing the sympathy and pledging the support of the United States Senate and the people of the United States for the victims of the powerful earthquake and devastating tsunami that struck Bangladesh, Burma, India, Indonesia, Kenya, Malaysia, the Maldives, the Seychelles, Somalia, Sri Lanka, Tanzania, Thailand, and other areas of South Asia, Southeast Asia, and Africa, on December 26, 2004.
S.Res. 7	A resolution relating to the death of Howard S. Liebengood, former Sergeant at Arms of the Senate.
S.Res. 9	A resolution expressing the sense of the Senate regarding designation of the month of November as "National Military Family Month".
S.Res. 11	A resolution honoring the service of Reverend Lloyd Ogilvie.
S.Res. 12	A resolution commending the University of Southern California Trojans football team for winning the 2004 Bowl Championship Series national championship game.
S.Res. 16	An original resolution authorizing expenditures by the Committee on Homeland Security and Governmental Affairs.
S.Res. 23	An original resolution authorizing expenditures by the Special Committee on Aging.
S.Res. 24	An original resolution authorizing expenditures by the Committee on the Budget.
S.Res. 29	An original resolution authorizing expenditures by the Committee on Armed Services.
S.Res. 30	An original resolution authorizing expenditures by the Committee on Commerce, Science, and Transportation.
S.Res. 32	An original resolution authorizing expenditures by the Committee on Foreign Relations.
S.Res. 34	An original resolution authorizing expenditures by the Committee on Health, Education, Labor, and Pensions.
S.Res. 35	An original resolution authorizing expenditures by the Committee on Veterans' Affairs.
S.Res. 36	An original resolution authorizing expenditures by the Committee on the Judiciary.
S.Res. 41	A resolution congratulating the New England Patriots on their victory in Super Bowl XXXIX.
S.Res. 47	A resolution expressing the sense of the Senate commending civilian employers of members of the reserve components of the Armed Forces for their support of members who are called to active duty and for their support of the members' families.
S.Res. 49	An original resolution authorizing expenditures by the Committee on Rules and Administration.
S.Res. 50	An original resolution authorizing expenditures by committees of the Senate for the periods March 1, 2005, through September 30, 2005, October 1, 2005, through September 30, 2006, and October 1, 2006, through February 28, 2007.
S.Res. 52	A resolution honoring Shirley Chisholm for her service to the Nation and expressing condolences to her family, friends, and supporters on her death.
S.Res. 53	A resolution demanding the return of the USS Pueblo to the United States Navy.
